analysis_date,batch_id,sample_id,lake,date,depth,replicate,CO2_FID,CO2_TCD,CH4_FID,CH4_TCD,N2O_ECD
1/17/21 16:35,SSB,SSB_2020-07-02_Air_3,SSB,7/2/20,Air,3,596.62187,723.04144,463.33802,618.34121,0.18455
1/17/21 17:35,SSB,TB_2020-06-24_3_C,TB,6/24/20,3,C,10701.63888,9867.05231,4776.87721,4832.99372,-0.14287
1/17/21 17:50,SSB,TB_2020-06-24_5_A,TB,6/24/20,5,A,10868.80071,10017.41503,6030.29245,6085.17836,-0.27447
1/17/21 18:05,SSB,SSB_2020-06-25_3_C,SSB,6/25/20,3,C,12573.39974,11562.70441,8209.97323,8306.28382,-0.24648
1/17/21 18:50,SSB,TB_2020-06-30_7_B,TB,6/30/20,7,B,16560.12622,15181.28311,18510.46714,19337.19313,-0.2563
1/17/21 19:05,SSB,SSB_2020-07-02_Air_2,SSB,7/2/20,Air,2,393.43812,542.95478,55.75334,41.68611,0.00402
1/17/21 20:05,SSB,TB_2020-06-24_0_B,TB,6/24/20,0,B,2493.60723,2467.65528,49.44501,31.57474,-0.18852
1/17/21 20:20,SSB,TB_2020-06-24_Air_2,TB,6/24/20,Air,2,359.74771,506.28396,3.71611,0,-0.07448
1/17/21 20:35,SSB,SSB_2020-06-25_3_A,SSB,6/25/20,3,A,12150.3453,11178.91421,7344.31696,7416.71413,-0.55298
1/17/21 21:20,SSB,TB_2020-06-30_7_A,TB,6/30/20,7,A,16982.361,15582.78586,21572.96982,22144.69935,-0.48377
1/17/21 21:35,SSB,SSB_2020-07-02_5_B,SSB,7/2/20,5,B,14031.81825,12891.84291,12144.66552,12435.29428,-0.49984
1/17/21 22:35,SSB,TB_2020-06-24_0_C,TB,6/24/20,0,C,2498.17179,2467.22989,50.63144,31.88534,-0.17006
1/17/21 22:50,SSB,TB_2020-06-24_Air_1,TB,6/24/20,Air,1,364.57714,508.56248,6.07929,0,-0.28835
1/17/21 23:05,SSB,SSB_2020-06-25_7_C,SSB,6/25/20,7,C,19736.9751,18073.29638,38628.94705,39962.02684,-0.4391
1/17/21 23:50,SSB,TB_2020-06-30_7_C,TB,6/30/20,7,C,16606.87551,15233.86293,18894.22495,19360.46625,-0.32185
1/18/21 0:05,SSB,SSB_2020-07-02_7_B,SSB,7/2/20,7,B,20278.43705,18578.49326,34917.94093,36314.2787,-0.48283
1/18/21 0:20,SSB,SSB_2020-07-02_0_B,SSB,7/2/20,0,B,1750.91293,1793.65667,178.6184,169.26569,-0.13741
1/18/21 1:05,SSB,TB_2020-06-24_0_A,TB,6/24/20,0,A,2540.5277,2512.09208,54.79244,40.94295,-0.37628
1/18/21 1:20,SSB,TB_2020-06-24_Air_3,TB,6/24/20,Air,3,530.47793,673.58686,216.14911,204.88872,-0.24364
1/18/21 1:35,SSB,SSB_2020-06-25_7_A,SSB,6/25/20,7,A,19767.33257,18093.9351,38771.26041,40110.49811,-0.63498
1/18/21 2:20,SSB,TB_2020-06-30_5_C,TB,6/30/20,5,C,11722.10108,10793.54474,6024.36617,6274.90785,-0.46251
1/18/21 2:35,SSB,SSB_2020-07-02_3_A,SSB,7/2/20,3,A,14236.44602,13075.50621,11284.94981,11660.87017,-0.51752
1/18/21 2:50,SSB,SSB_2020-07-02_5_C,SSB,7/2/20,5,C,14387.5066,13203.70132,12544.8136,12955.10622,-0.42359
1/18/21 3:51,SSB,TB_2020-06-24_7_B,TB,6/24/20,7,B,15888.86776,14565.80521,20965.19567,21517.43507,-0.31924
1/18/21 4:06,SSB,SSB_2020-06-25_5_C,SSB,6/25/20,5,C,12739.03373,11707.75966,10870.57131,11030.81216,-0.48754
1/18/21 4:21,SSB,SSB_2020-06-25_0_B,SSB,6/25/20,0,B,2429.52232,2408.20578,92.51432,77.59616,-0.16129
1/18/21 4:36,SSB,TB_2020-06-30_0_B,TB,6/30/20,0,B,1355.22864,1430.67258,43.01532,31.53965,-0.04046
1/18/21 4:51,SSB,TB_2020-06-30_5_B,TB,6/30/20,5,B,10862.55419,10010.76556,6076.41318,6297.62234,-0.58808
1/18/21 5:06,SSB,SSB_2020-07-02_5_A,SSB,7/2/20,5,A,14132.49503,12975.64469,11957.06227,12306.28245,-0.6222
1/18/21 5:21,SSB,SSB_2020-07-02_3_C,SSB,7/2/20,3,C,14194.34188,13040.00756,10714.24804,11043.55505,-0.50905
1/18/21 6:21,SSB,TB_2020-06-24_7_A,TB,6/24/20,7,A,15836.10281,14522.69213,19790.68323,20429.92555,-0.50904
1/18/21 6:36,SSB,SSB_2020-06-25_7_B,SSB,6/25/20,7,B,19793.21237,18124.6049,35765.12938,37167.5334,-0.61363
1/18/21 6:51,SSB,SSB_2020-06-25_0_A,SSB,6/25/20,0,A,2410.42238,2390.37661,215.00246,200.46834,-0.36427
1/18/21 7:06,SSB,TB_2020-06-30_0_A,TB,6/30/20,0,A,1318.36455,1392.60978,50.17148,33.55629,-0.35065
1/18/21 7:21,SSB,TB_2020-06-30_5_A,TB,6/30/20,5,A,11118.90493,10247.57221,5933.00298,6013.4198,-0.64151
1/18/21 7:36,SSB,SSB_2020-07-02_Air_1,SSB,7/2/20,Air,1,372.72992,518.44324,23.29925,5.08697,-0.34809
1/18/21 7:51,SSB,SSB_2020-07-02_3_B,SSB,7/2/20,3,B,14150.31459,12989.91063,10277.19169,10590.50839,-0.46518
1/18/21 8:51,SSB,TB_2020-06-24_7_C,TB,6/24/20,7,C,15816.85912,14505.25951,19272.65715,19807.24328,-0.56847
1/18/21 9:06,SSB,SSB_2020-06-25_Air_1,SSB,6/25/20,Air,1,369.98432,518.53994,51.39191,32.51288,-0.25684
1/18/21 9:21,SSB,SSB_2020-06-25_3_B,SSB,6/25/20,3,B,12295.79616,11323.97881,7796.19774,7877.52479,-0.58758
1/18/21 9:36,SSB,TB_2020-06-30_0_C,TB,6/30/20,0,C,1346.18151,1419.5002,50.67129,30.01366,-0.17131
1/18/21 9:51,SSB,TB_2020-06-30_3_C,TB,6/30/20,3,C,11925.63909,10980.60509,5207.66546,5269.39767,-0.57498
1/18/21 10:06,SSB,SSB_2020-07-02_0_A,SSB,7/2/20,0,A,1704.5474,1744.48244,39.33468,24.90362,-0.42824
1/18/21 10:21,SSB,SSB_2020-07-02_0_C,SSB,7/2/20,0,C,1738.18861,1781.666,83.74612,210.82762,-0.33172
1/18/21 11:21,SSB,SSB_2020-06-25_Air_3,SSB,6/25/20,Air,3,586.88975,715.80853,469.0931,477.57658,-0.32758
1/18/21 11:36,SSB,SSB_2020-06-25_5_B,SSB,6/25/20,5,B,11960.92984,11019.60888,11117.24041,11315.96262,-0.62232
1/18/21 11:51,SSB,SSB_2020-06-25_Air_2,SSB,6/25/20,Air,2,361.54749,511.52398,34.46938,14.51098,-0.32299
1/18/21 12:06,SSB,TB_2020-06-30_3_A,TB,6/30/20,3,A,11719.32768,10795.83219,5054.88921,5102.8835,-0.76698
1/18/21 12:21,SSB,TB_2020-06-30_3_B,TB,6/30/20,3,B,11835.66306,10899.10011,5273.2463,5332.84235,-0.57351
1/18/21 12:36,SSB,SSB_2020-07-02_7_C,SSB,7/2/20,7,C,17827.29763,16336.33273,32587.95998,33897.68489,-0.5825
1/18/21 12:51,SSB,SSB_2020-07-02_7_A,SSB,7/2/20,7,A,20434.89754,18730.08462,35480.92682,36889.24215,-0.59524
1/18/21 15:12,SSB,TB_2020-06-18_Air_3,TB,6/18/20,Air,3,356.01655,499.26679,3.84895,0,-0.51783
1/18/21 15:27,SSB,SSB_2020-06-18_Air_1,SSB,6/18/20,Air,1,435.19147,576.90788,107.07753,91.51935,-0.4791
1/18/21 15:42,SSB,TB_2020-06-11_Air_2,TB,6/11/20,Air,2,351.14773,496.75871,3.04693,0,-0.49747
1/18/21 15:57,SSB,TB_2020-06-05_7_A,TB,6/5/20,7,A,14443.79019,13276.55134,14657.8719,14945.98035,-0.8693
1/18/21 16:13,SSB,TB_2020-06-05_7_C,TB,6/5/20,7,C,14406.82453,13237.3635,13382.43592,13607.88619,-0.79541
1/18/21 17:43,SSB,TB_2020-06-18_Air_2,TB,6/18/20,Air,2,362.32831,503.75679,6.89464,0,-0.49706
1/18/21 17:58,SSB,SSB_2020-06-18_5_C,SSB,6/18/20,5,C,13809.8713,12702.40368,13186.39979,13483.73822,-0.61321
1/18/21 18:13,SSB,TB_2020-06-11_Air_1,TB,6/11/20,Air,1,410.52435,554.70735,36.13065,16.59837,-0.37106
1/18/21 18:28,SSB,TB_2020-06-05_7_B,TB,6/5/20,7,B,14400.81479,13233.35334,13838.18094,14304.66806,-0.71008
1/18/21 18:43,SSB,TB_2020-06-05_5_B,TB,6/5/20,5,B,10737.51952,9914.25478,6742.71371,6821.16845,-0.78195
1/18/21 20:13,SSB,TB_2020-06-18_Air_1,TB,6/18/20,Air,1,568.66758,705.46093,235.43935,224.63462,-0.34696
1/18/21 20:28,SSB,SSB_2020-06-18_5_B,SSB,6/18/20,5,B,13560.49748,12484.29973,12421.61694,12815.48836,-0.55746
1/18/21 20:43,SSB,TB_2020-06-11_Air_3,TB,6/11/20,Air,3,589.50853,718.80213,227.06783,211.58055,-0.28997
1/18/21 21:13,SSB,TB_2020-06-05_5_A,TB,6/5/20,5,A,10655.85763,9851.77469,6443.65955,6517.50072,-0.50946
1/18/21 22:43,SSB,TB_2020-06-18_7_C,TB,6/18/20,7,C,15595.00428,14321.37559,17093.13543,17494.01618,-0.79527
1/18/21 22:58,SSB,SSB_2020-06-18_5_A,SSB,6/18/20,5,A,14273.82565,13125.86927,14940.52642,15432.78353,-0.58157
1/18/21 23:13,SSB,TB_2020-06-11_7_B,TB,6/11/20,7,B,12735.94383,11731.93113,12808.78911,13080.3764,-0.69669
1/18/21 23:43,SSB,TB_2020-06-05_5_C,TB,6/5/20,5,C,10634.89544,9825.89027,6425.75836,6496.90066,-0.58291
1/19/21 1:13,SSB,TB_2020-06-18_7_B,TB,6/18/20,7,B,15669.54518,14398.5986,16397.9071,16787.04989,-0.72036
1/19/21 1:29,SSB,SSB_2020-06-18_3_C,SSB,6/18/20,3,C,12958.83214,11936.64432,8491.39924,8616.39834,-0.66521
1/19/21 1:44,SSB,TB_2020-06-11_7_C,TB,6/11/20,7,C,12918.88439,11898.95897,13233.08971,13669.24233,-0.58508
1/19/21 2:14,SSB,TB_2020-06-05_3_B,TB,6/5/20,3,B,10220.18472,9458.59211,4643.69726,4688.99632,-0.4826
1/19/21 3:29,SSB,TB_2020-06-16_0_C,TB,6/16/20,0,C,1431.43072,1498.82783,20.8583,2.22767,-0.29317
1/19/21 3:44,SSB,TB_2020-06-18_7_A,TB,6/18/20,7,A,15382.84483,14142.8483,16924.40196,17332.94065,-0.57492
1/19/21 3:59,SSB,SSB_2020-06-18_3_B,SSB,6/18/20,3,B,12863.30435,11849.96798,7916.83091,8025.99492,-0.55627
1/19/21 4:14,SSB,TB_2020-06-11_7_A,TB,6/11/20,7,A,13014.68031,11988.93973,13128.689,13461.32974,-0.77584
1/19/21 4:29,SSB,TB_2020-06-11_0_C,TB,6/11/20,0,C,1867.31684,1901.08792,98.10038,84.57903,-0.4712
1/19/21 4:44,SSB,TB_2020-06-05_3_A,TB,6/5/20,3,A,10247.48693,9478.92285,4895.96388,4939.43083,-0.60371
1/19/21 5:59,SSB,TB_2020-06-18_0_B,TB,6/18/20,0,B,1395.45499,1475.99958,20.98253,2.83105,-0.29607
1/19/21 6:14,SSB,TB_2020-06-18_5_C,TB,6/18/20,5,C,11163.70735,10311.39633,5932.52927,5997.28498,-0.89009
1/19/21 6:29,SSB,SSB_2020-06-18_3_A,SSB,6/18/20,3,A,12814.81211,11800.92864,7755.08816,7863.82535,-0.7373
1/19/21 6:44,SSB,TB_2020-06-11_5_B,TB,6/11/20,5,B,10280.21715,9495.55953,5916.35538,6143.96855,-0.62574
1/19/21 6:59,SSB,TB_2020-06-11_0_A,TB,6/11/20,0,A,2011.72542,2032.80685,76.40781,64.38276,-0.51535
1/19/21 7:14,SSB,TB_2020-06-05_3_C,TB,6/5/20,3,C,10286.42502,9525.00394,4710.13481,4758.72846,-0.76746
1/19/21 8:30,SSB,TB_2020-06-18_0_A,TB,6/18/20,0,A,1399.17177,1479.20324,18.64091,1.47187,-0.3394
1/19/21 8:45,SSB,TB_2020-06-18_5_B,TB,6/18/20,5,B,11075.88436,10237.26687,5858.23628,5929.23069,-0.82399
1/19/21 9:00,SSB,SSB_2020-06-18_0_C,SSB,6/18/20,0,C,1566.45808,1622.83685,40.90342,22.79495,-0.38717
1/19/21 9:15,SSB,TB_2020-06-11_5_C,TB,6/11/20,5,C,10308.43183,9544.46479,6389.36601,6554.05844,-0.70244
1/19/21 9:30,SSB,TB_2020-06-11_0_B,TB,6/11/20,0,B,1986.43769,2007.88657,71.33266,57.33086,-0.62386
1/19/21 9:45,SSB,TB_2020-06-05_0_A,TB,6/5/20,0,A,1436.65415,1507.54576,20.7592,-0.75817,-0.3946
1/19/21 11:00,SSB,TB_2020-06-18_3_A,TB,6/18/20,3,A,11354.6206,10498.34576,4882.26839,4974.61901,-0.55033
1/19/21 11:15,SSB,TB_2020-06-18_5_A,TB,6/18/20,5,A,11143.65824,10304.81552,5753.31864,5817.87565,-0.71271
1/19/21 11:30,SSB,SSB_2020-06-18_0_B,SSB,6/18/20,0,B,1642.24611,1697.91582,128.51526,116.64505,-0.37994
1/19/21 11:46,SSB,TB_2020-06-11_5_A,TB,6/11/20,5,A,10371.51489,9600.55421,6454.34365,6538.95322,-0.81592
1/19/21 12:01,SSB,TB_2020-06-11_3_C,TB,6/11/20,3,C,10204.36054,9448.71054,4763.03638,4943.37553,-0.77335
1/19/21 12:16,SSB,TB_2020-06-11_3_B,TB,6/11/20,3,B,9511.37866,8820.08524,4552.77166,4609.9115,-0.72899
1/19/21 13:31,SSB,TB_2020-06-18_3_B,TB,6/18/20,3,B,11128.08962,10283.80017,4927.48738,5009.36717,-0.74209
1/19/21 13:46,SSB,TB_2020-06-18_3_C,TB,6/18/20,3,C,10911.44451,10086.63559,4524.9157,4565.73991,-0.52365
1/19/21 14:01,SSB,SSB_2020-06-18_0_A,SSB,6/18/20,0,A,1456.48634,1532.92557,78.62254,64.08826,-0.63149
1/19/21 14:16,SSB,TB_2020-06-11_3_A,TB,6/11/20,3,A,10016.07228,9276.80956,4496.85521,4558.20369,-0.67954
1/19/21 14:31,SSB,SSB_2020-07-11_0_A,SSB,7/11/20,0,A,1726.786,1777.39825,84.4547,71.36103,-0.61935
1/19/21 14:46,SSB,SSB_2020-07-11_7_A,SSB,7/11/20,7,A,22486.17214,20655.6481,47008.09498,48839.03842,-0.54764
1/19/21 16:21,SSB,SSB_2020-07-11_0_C,SSB,7/11/20,0,C,1959.52106,1987.00652,82.89985,66.44886,-0.79714
1/19/21 17:06,SSB,SSB_2020-07-16_3_B,SSB,7/16/20,3,B,13979.98044,12881.95647,10515.24648,10686.46371,-1.12303
1/19/21 17:21,SSB,SSB_2020-07-16_Air_2,SSB,7/16/20,Air,2,361.84866,511.4602,32.13572,9.68681,-0.83876
1/19/21 18:06,SSB,SSB_2020-07-23_5_C,SSB,7/23/20,5,C,14181.30514,13061.41418,14514.02378,14829.38585,-1.22023
1/19/21 18:21,SSB,TB_2020-07-07_0_B,TB,7/7/20,0,B,1712.17572,1770.86092,84.4217,64.18834,-0.91554
1/19/21 18:36,SSB,SSB_2020-07-11_7_C,SSB,7/11/20,7,C,22279.29473,20477.26058,45273.82794,46936.56845,-1.18917
1/19/21 18:52,SSB,SSB_2020-7-11_5_A,SSB,7/11/20,5,A,14572.05099,13416.41817,13590.95898,13872.6471,-1.17465
1/19/21 19:37,SSB,SSB_2020-07-16_Air_3,SSB,7/16/20,Air,3,889.24792,1010.08195,1177.60252,1189.28173,-0.98321
1/19/21 19:52,SSB,SSB_2020-07-16_0_B,SSB,7/16/20,0,B,2353.37618,2348.16958,92.64413,76.79088,-0.88257
1/19/21 20:37,SSB,SSB_2020-07-23_7_A,SSB,7/23/20,7,A,21106.71199,19396.98359,44391.39883,46141.91125,-1.09096
1/19/21 20:52,SSB,TB_2020-07-07_0_A,TB,7/7/20,0,A,1781.48541,1820.34881,163.18554,150.16171,-0.74743
1/19/21 21:07,SSB,SSB_2020-07-11_3_A,SSB,7/11/20,3,A,13520.23773,12468.45168,10498.63287,10697.62423,-1.0129
1/19/21 21:22,SSB,SSB_2020-07-11_Air_3,SSB,7/11/20,Air,3,714.38426,840.03654,699.3486,715.41413,-0.62061
1/19/21 21:52,SSB,TB_2020-07-16_0_B,TB,7/16/20,0,B,3025.92236,2967.60767,59.91724,56.31966,-0.69162
1/19/21 22:08,SSB,SSB_2020-07-16_7_A,SSB,7/16/20,7,A,21667.57775,19896.46101,44444.31695,46205.96966,-1.04608
1/19/21 22:23,SSB,SSB_2020-07-16_Air_1,SSB,7/16/20,Air,1,391.7281,540.42192,138.65702,125.74925,-0.69231
1/19/21 23:08,SSB,SSB_2020-07-23_7_B,SSB,7/23/20,7,B,20878.53949,19181.36537,43471.05092,45141.42713,-0.99076
1/19/21 23:23,SSB,TB_2020-07-07_3_A,TB,7/7/20,3,A,11754.49033,10850.67428,5238.06253,5304.83319,-0.85378
1/19/21 23:38,SSB,SSB_2020-07-16_7_C,SSB,7/16/20,7,C,21510.42746,19758.21816,42647.11967,44252.85887,-0.83547
1/20/21 0:08,SSB,TB_2020-07-16_0_A,TB,7/16/20,0,A,2953.75391,2888.90533,85.92181,189.9273,-0.71144
1/20/21 0:23,SSB,TB_2020-07-16_Air_1,TB,7/16/20,Air,1,339.44256,488.21914,21.26906,3.22219,-0.51579
1/20/21 0:38,SSB,SSB_2020-07-16_7_B,SSB,7/16/20,7,B,21627.46334,19871.21285,43447.92103,45206.92871,-0.92448
1/20/21 1:09,SSB,TB_2020-07-22_0_A,TB,7/22/20,0,A,2842.53729,2785.78002,112.34287,113.80416,-0.55906
1/20/21 1:24,SSB,SSB_2020-07-23_3_B,SSB,7/23/20,3,B,13491.23159,12437.8802,10473.82903,10791.16258,-0.73033
1/20/21 1:39,SSB,TB_2020-07-07_3_C,TB,7/7/20,3,C,11683.31301,10796.27506,5195.14817,5259.81088,-0.6718
1/20/21 1:54,SSB,SSB_2020-07-11_3_B,SSB,7/11/20,3,B,12481.52727,11525.62119,9546.95199,9713.64478,-0.60499
1/20/21 2:09,SSB,SSB_2020-07-11_Air_1,SSB,7/11/20,Air,1,391.30247,537.72573,42.34606,25.57315,-0.64217
1/20/21 2:39,SSB,TB_2020-07-16_0_C,TB,7/16/20,0,C,3023.47295,2955.52884,59.52512,59.08554,-0.5309
1/20/21 2:54,SSB,TB_2020-07-16_Air_2,TB,7/16/20,Air,2,333.50082,483.93595,5.10252,0,-0.48148
1/20/21 3:09,SSB,SSB_2020-07-16_3_C,SSB,7/16/20,3,C,8159.50372,7601.43213,6029.88565,6116.04912,-0.56956
1/20/21 3:39,SSB,TB_2020-07-22_0_B,TB,7/22/20,0,B,2803.76033,2753.251,100.61692,85.11167,-0.29808
1/20/21 3:54,SSB,SSB_2020-07-23_3_A,SSB,7/23/20,3,A,13379.88204,12339.50735,10174.73166,10354.22657,-0.57826
1/20/21 4:10,SSB,TB_2020-07-07_3_B,TB,7/7/20,3,B,11546.76864,10669.75471,4986.02602,5044.41098,-0.64717
1/20/21 4:25,SSB,TB_2020-07-07_Air_2,TB,7/7/20,Air,2,399.92279,548.55316,26.5698,9.90941,-0.42006
1/20/21 4:40,SSB,SSB_2020-07-11_7_B,SSB,7/11/20,7,B,22312.41223,20487.48791,45949.27187,48095.52764,-0.80255
1/20/21 5:10,SSB,TB_2020-07-13_3_A,TB,7/13/20,3,A,11357.52732,10485.27841,4852.5268,5001.10793,-0.61532
1/20/21 5:25,SSB,TB_2020-07-16_Air_3,TB,7/16/20,Air,3,665.83369,790.80868,387.19057,452.47946,-0.82195
1/20/21 5:40,SSB,SSB_2020-07-16_0_A,SSB,7/16/20,0,A,1502.57948,1569.10477,55.79824,135.156,-0.46296
1/20/21 6:10,SSB,TB_2020-07-22_0_C,TB,7/22/20,0,C,2802.74405,2747.68553,78.11357,63.22201,-0.36932
1/20/21 6:25,SSB,SSB_2020-07-23_3_C,SSB,7/23/20,3,C,13419.67118,12372.35979,10574.20063,10772.2927,-0.66431
1/20/21 6:41,SSB,TB_2020-07-07_5_A,TB,7/7/20,5,A,11746.77961,10837.10881,6939.01502,7023.06506,-0.52353
1/20/21 6:56,SSB,TB_2020-07-07_Air_1,TB,7/7/20,Air,1,396.3575,542.724,27.7515,7.57757,-0.38349
1/20/21 7:11,SSB,SSB_2020-07-11_Air_2,SSB,7/11/20,Air,2,353.67178,502.80199,10.62003,18.30957,-0.59335
1/20/21 7:41,SSB,TB_2020-07-16_3_C,TB,7/16/20,3,C,11393.58249,10510.29905,5013.04807,5181.83274,-0.51969
1/20/21 7:56,SSB,TB_2020-07-16_7_B,TB,7/16/20,7,B,15529.20059,14275.03732,18150.72401,18724.45209,-0.69941
1/20/21 8:11,SSB,SSB_2020-07-16_5_B,SSB,7/16/20,5,B,13519.73945,12438.4222,12538.47964,12871.30134,-0.51908
1/20/21 8:41,SSB,TB_2020-07-22_Air_1,TB,7/22/20,Air,1,359.81277,503.97375,15.46081,-1.37938,-0.49129
1/20/21 8:57,SSB,SSB_2020-07-23_5_A,SSB,7/23/20,5,A,14203.57326,13056.68324,14626.24034,14992.30317,-0.63295
1/20/21 9:12,SSB,TB_2020-07-07_5_C,TB,7/7/20,5,C,11701.50144,10796.01422,7258.3083,7374.0927,-0.53153
1/20/21 9:27,SSB,TB_2020-07-07_Air_3,TB,7/7/20,Air,3,604.96932,738.06431,294.14011,288.52277,-0.35864
1/20/21 9:42,SSB,SSB_2020-07-11_5_C,SSB,7/11/20,5,C,14261.01087,13114.48359,13220.58326,13549.96224,-0.61436
1/20/21 10:12,SSB,TB_2020-07-16_3_B,TB,7/16/20,3,B,11433.07181,10535.49358,4962.20984,5056.5361,-0.32203
1/20/21 10:27,SSB,TB_2020-07-16_7_A,TB,7/16/20,7,A,15703.65708,14421.07743,17832.9464,18414.70684,-0.24304
1/20/21 10:42,SSB,SSB_2020-07-16_3_A,SSB,7/16/20,3,A,8360.39417,7753.69714,6228.58086,6404.45806,-0.06749
1/20/21 11:13,SSB,TB_2020-07-22_Air_2,TB,7/22/20,Air,2,357.4211,503.85633,11.69591,88.07507,0.13863
1/20/21 11:28,SSB,SSB_2020-07-23_0_C,SSB,7/23/20,0,C,4104.52422,3926.37355,171.51229,221.74656,0.17993
1/20/21 11:43,SSB,TB_2020-07-07_5_B,TB,7/7/20,5,B,11680.93693,10751.52744,6751.34959,6952.94869,-0.06962
1/20/21 11:58,SSB,TB_2020-07-07_7_B,TB,7/7/20,7,B,17283.10535,15839.64373,19621.39106,20157.25857,-0.26888
1/20/21 12:13,SSB,SSB_2020-07-11_5_B,SSB,7/11/20,5,B,14374.31026,13182.16184,13800.05455,14176.59208,-0.13685
1/20/21 12:43,SSB,TB_2020-07-16_5_B,TB,7/16/20,5,B,11097.27934,10227.32883,6384.59296,6815.23822,0.01631
1/20/21 12:58,SSB,TB_2020-07-16_7_C,TB,7/16/20,7,C,15432.69046,14160.90784,17095.64242,17586.12344,0.0332
1/20/21 13:14,SSB,SSB_2020-07-16_0_C,SSB,7/16/20,0,C,1686.47343,1737.37507,127.27264,203.92757,0.25621
1/20/21 13:44,SSB,TB_2020-07-22_Air_3,TB,7/22/20,Air,3,431.20141,577.28451,10.23665,0,0.21389
1/20/21 13:59,SSB,SSB_2020-07-23_0_A,SSB,7/23/20,0,A,4142.46295,3956.66469,181.99147,234.08048,0.02937
1/20/21 14:14,SSB,TB_2020-07-07_7_C,TB,7/7/20,7,C,16857.65903,15443.31518,18832.69572,19265.67052,-0.08277
1/20/21 14:29,SSB,TB_2020-07-07_7_A,TB,7/7/20,7,A,16708.90421,15313.70778,19169.86428,19630.67772,-0.1284
1/20/21 14:44,SSB,SSB_2020-07-11_0_B,SSB,7/11/20,0,B,1671.94098,1716.37394,137.8905,127.30401,0.04554
1/20/21 15:15,SSB,TB_2020-07-16_5_A,TB,7/16/20,5,A,11097.65013,10217.75401,6406.8536,6576.77983,-0.22233
1/20/21 15:30,SSB,TB_2020-07-16_5_C,TB,7/16/20,5,C,10921.01008,10056.88483,6002.36572,6145.27079,-0.33937
1/20/21 15:45,SSB,SSB_2020-07-16_5_C,SSB,7/16/20,5,C,9020.07258,8336.78904,8005.23079,8104.15713,-0.2111
1/20/21 16:00,SSB,SSB_2020-07-16_5_A,SSB,7/16/20,5,A,13940.80898,12801.62772,12776.97801,13023.91517,-0.15197
1/20/21 16:15,SSB,SSB_2020-07-23_Air_3,SSB,7/23/20,Air,3,371.3262,515.23714,44.77353,129.20618,0.09155
1/20/21 16:30,SSB,SBB_2020-07-23_0_B,SBB,7/23/20,0,B,4138.0702,3952.63746,180.22688,240.64289,-0.14191
1/20/21 16:46,SSB,SSB_2020-07-23_7_C,SSB,7/23/20,7,C,20876.18522,19108.64211,43897.29912,45472.77157,-0.52952