"analysis_date"	"sample_id"	"lake"	"date"	"depth"	"replicate"	"parameter"	"value"
"202"	"1/16/21 7:07"	"SSB_2021-01-13_5_B"	"SSB"	2021-01-13	"5"	"B"	"CO2_TCD"	7519
"203"	"1/16/21 7:07"	"SSB_2021-01-13_5_B"	"SSB"	2021-01-13	"5"	"B"	"CH4_TCD"	3854
"204"	"1/16/21 7:07"	"SSB_2021-01-13_5_B"	"SSB"	2021-01-13	"5"	"B"	"N2O_ECD"	0
"205"	"1/16/21 7:22"	"SSB_2021-01-13_5_C"	"SSB"	2021-01-13	"5"	"C"	"CO2_TCD"	7717
"206"	"1/16/21 7:22"	"SSB_2021-01-13_5_C"	"SSB"	2021-01-13	"5"	"C"	"CH4_TCD"	4079
"207"	"1/16/21 7:22"	"SSB_2021-01-13_5_C"	"SSB"	2021-01-13	"5"	"C"	"N2O_ECD"	0
"208"	"1/16/21 7:37"	"SSB_2021-01-13_7_A"	"SSB"	2021-01-13	"7"	"A"	"CO2_TCD"	8838
"209"	"1/16/21 7:37"	"SSB_2021-01-13_7_A"	"SSB"	2021-01-13	"7"	"A"	"CH4_TCD"	7712
"210"	"1/16/21 7:37"	"SSB_2021-01-13_7_A"	"SSB"	2021-01-13	"7"	"A"	"N2O_ECD"	0
"211"	"1/16/21 7:52"	"SSB_2021-01-13_7_B"	"SSB"	2021-01-13	"7"	"B"	"CO2_TCD"	8592
"212"	"1/16/21 7:52"	"SSB_2021-01-13_7_B"	"SSB"	2021-01-13	"7"	"B"	"CH4_TCD"	8317
"213"	"1/16/21 7:52"	"SSB_2021-01-13_7_B"	"SSB"	2021-01-13	"7"	"B"	"N2O_ECD"	-1
"214"	"1/16/21 8:07"	"SSB_2021-01-13_7_C"	"SSB"	2021-01-13	"7"	"C"	"CO2_TCD"	9003
"215"	"1/16/21 8:07"	"SSB_2021-01-13_7_C"	"SSB"	2021-01-13	"7"	"C"	"CH4_TCD"	10584
"216"	"1/16/21 8:07"	"SSB_2021-01-13_7_C"	"SSB"	2021-01-13	"7"	"C"	"N2O_ECD"	-1
"217"	"1/16/21 8:22"	"SSB_2021-01-13_Air_1"	"SSB"	2021-01-13	"Air"	"1"	"CO2_FID"	402
"218"	"1/16/21 8:22"	"SSB_2021-01-13_Air_1"	"SSB"	2021-01-13	"Air"	"1"	"CH4_FID"	34
"219"	"1/16/21 8:22"	"SSB_2021-01-13_Air_1"	"SSB"	2021-01-13	"Air"	"1"	"N2O_ECD"	0
"220"	"1/16/21 8:37"	"SSB_2021-01-13_Air_2"	"SSB"	2021-01-13	"Air"	"2"	"CO2_FID"	375
"221"	"1/16/21 8:37"	"SSB_2021-01-13_Air_2"	"SSB"	2021-01-13	"Air"	"2"	"CH4_FID"	11
"222"	"1/16/21 8:37"	"SSB_2021-01-13_Air_2"	"SSB"	2021-01-13	"Air"	"2"	"N2O_ECD"	0
"223"	"1/16/21 8:52"	"SSB_2021-01-13_Air_3"	"SSB"	2021-01-13	"Air"	"3"	"CO2_FID"	386
"224"	"1/16/21 8:52"	"SSB_2021-01-13_Air_3"	"SSB"	2021-01-13	"Air"	"3"	"CH4_FID"	6
"225"	"1/16/21 8:52"	"SSB_2021-01-13_Air_3"	"SSB"	2021-01-13	"Air"	"3"	"N2O_ECD"	0
"226"	"1/16/21 9:07"	"TB_2021-01-14_0_A"	"TB"	2021-01-14	"0"	"A"	"CO2_TCD"	5295
"227"	"1/16/21 9:07"	"TB_2021-01-14_0_A"	"TB"	2021-01-14	"0"	"A"	"CH4_FID"	336
"228"	"1/16/21 9:07"	"TB_2021-01-14_0_A"	"TB"	2021-01-14	"0"	"A"	"N2O_ECD"	0
"229"	"1/16/21 9:22"	"TB_2021-01-14_0_B"	"TB"	2021-01-14	"0"	"B"	"CO2_TCD"	5141
"230"	"1/16/21 9:22"	"TB_2021-01-14_0_B"	"TB"	2021-01-14	"0"	"B"	"CH4_FID"	873
"231"	"1/16/21 9:22"	"TB_2021-01-14_0_B"	"TB"	2021-01-14	"0"	"B"	"N2O_ECD"	0
"232"	"1/16/21 9:37"	"TB_2021-01-14_0_C"	"TB"	2021-01-14	"0"	"C"	"CO2_TCD"	4991
"233"	"1/16/21 9:37"	"TB_2021-01-14_0_C"	"TB"	2021-01-14	"0"	"C"	"CH4_TCD"	1059
"234"	"1/16/21 9:37"	"TB_2021-01-14_0_C"	"TB"	2021-01-14	"0"	"C"	"N2O_ECD"	0
"235"	"1/16/21 9:52"	"TB_2021-01-14_3_A"	"TB"	2021-01-14	"3"	"A"	"CO2_TCD"	6894
"236"	"1/16/21 9:52"	"TB_2021-01-14_3_A"	"TB"	2021-01-14	"3"	"A"	"CH4_TCD"	2005
"237"	"1/16/21 9:52"	"TB_2021-01-14_3_A"	"TB"	2021-01-14	"3"	"A"	"N2O_ECD"	0
"238"	"1/16/21 10:07"	"TB_2021-01-14_3_B"	"TB"	2021-01-14	"3"	"B"	"CO2_TCD"	6512
"239"	"1/16/21 10:07"	"TB_2021-01-14_3_B"	"TB"	2021-01-14	"3"	"B"	"CH4_TCD"	1084
"240"	"1/16/21 10:07"	"TB_2021-01-14_3_B"	"TB"	2021-01-14	"3"	"B"	"N2O_ECD"	0
"241"	"1/16/21 10:22"	"TB_2021-01-14_3_C"	"TB"	2021-01-14	"3"	"C"	"CO2_TCD"	6396
"242"	"1/16/21 10:22"	"TB_2021-01-14_3_C"	"TB"	2021-01-14	"3"	"C"	"CH4_TCD"	1082
"243"	"1/16/21 10:22"	"TB_2021-01-14_3_C"	"TB"	2021-01-14	"3"	"C"	"N2O_ECD"	0
"244"	"1/16/21 10:37"	"TB_2021-01-14_5_A"	"TB"	2021-01-14	"5"	"A"	"CO2_TCD"	7720
"245"	"1/16/21 10:37"	"TB_2021-01-14_5_A"	"TB"	2021-01-14	"5"	"A"	"CH4_TCD"	4466
"246"	"1/16/21 10:37"	"TB_2021-01-14_5_A"	"TB"	2021-01-14	"5"	"A"	"N2O_ECD"	0
"247"	"1/16/21 11:33"	"TB_2021-01-14_5_B"	"TB"	2021-01-14	"5"	"B"	"CO2_TCD"	8097
"248"	"1/16/21 11:33"	"TB_2021-01-14_5_B"	"TB"	2021-01-14	"5"	"B"	"CH4_TCD"	6676
"249"	"1/16/21 11:33"	"TB_2021-01-14_5_B"	"TB"	2021-01-14	"5"	"B"	"N2O_ECD"	0
"250"	"1/16/21 11:48"	"TB_2021-01-14_5_C"	"TB"	2021-01-14	"5"	"C"	"CO2_TCD"	7361
"251"	"1/16/21 11:48"	"TB_2021-01-14_5_C"	"TB"	2021-01-14	"5"	"C"	"CH4_TCD"	3210
"252"	"1/16/21 11:48"	"TB_2021-01-14_5_C"	"TB"	2021-01-14	"5"	"C"	"N2O_ECD"	0
"253"	"1/16/21 12:03"	"TB_2021-01-14_7_A"	"TB"	2021-01-14	"7"	"A"	"CO2_TCD"	14372
"254"	"1/16/21 12:03"	"TB_2021-01-14_7_A"	"TB"	2021-01-14	"7"	"A"	"CH4_TCD"	29298
"255"	"1/16/21 12:03"	"TB_2021-01-14_7_A"	"TB"	2021-01-14	"7"	"A"	"N2O_ECD"	0
"256"	"1/16/21 12:18"	"TB_2021-01-14_7_B"	"TB"	2021-01-14	"7"	"B"	"CO2_TCD"	12975
"257"	"1/16/21 12:18"	"TB_2021-01-14_7_B"	"TB"	2021-01-14	"7"	"B"	"CH4_TCD"	25769
"258"	"1/16/21 12:18"	"TB_2021-01-14_7_B"	"TB"	2021-01-14	"7"	"B"	"N2O_ECD"	0
"259"	"1/16/21 12:33"	"TB_2021-01-14_7_C"	"TB"	2021-01-14	"7"	"C"	"CO2_TCD"	12494
"260"	"1/16/21 12:33"	"TB_2021-01-14_7_C"	"TB"	2021-01-14	"7"	"C"	"CH4_TCD"	26151
"261"	"1/16/21 12:33"	"TB_2021-01-14_7_C"	"TB"	2021-01-14	"7"	"C"	"N2O_ECD"	0
"262"	"1/16/21 12:48"	"TB_2021-01-14_Air_1"	"TB"	2021-01-14	"Air"	"1"	"CO2_FID"	411
"263"	"1/16/21 12:48"	"TB_2021-01-14_Air_1"	"TB"	2021-01-14	"Air"	"1"	"CH4_FID"	87
"264"	"1/16/21 12:48"	"TB_2021-01-14_Air_1"	"TB"	2021-01-14	"Air"	"1"	"N2O_ECD"	0
"265"	"1/16/21 13:03"	"TB_2021-01-14_Air_2"	"TB"	2021-01-14	"Air"	"2"	"CO2_FID"	372
"266"	"1/16/21 13:03"	"TB_2021-01-14_Air_2"	"TB"	2021-01-14	"Air"	"2"	"CH4_FID"	26
"267"	"1/16/21 13:03"	"TB_2021-01-14_Air_2"	"TB"	2021-01-14	"Air"	"2"	"N2O_ECD"	0
"268"	"1/16/21 13:18"	"TB_2021-01-14_Air_3"	"TB"	2021-01-14	"Air"	"3"	"CO2_FID"	289
"269"	"1/16/21 13:18"	"TB_2021-01-14_Air_3"	"TB"	2021-01-14	"Air"	"3"	"CH4_FID"	13
"270"	"1/16/21 13:18"	"TB_2021-01-14_Air_3"	"TB"	2021-01-14	"Air"	"3"	"N2O_ECD"	0
"271"	"1/16/21 13:34"	"SSB_2020-10-07_0_A"	"SSB"	2020-10-07	"0"	"A"	"CO2_TCD"	4927
"272"	"1/16/21 13:34"	"SSB_2020-10-07_0_A"	"SSB"	2020-10-07	"0"	"A"	"CH4_FID"	711
"273"	"1/16/21 13:34"	"SSB_2020-10-07_0_A"	"SSB"	2020-10-07	"0"	"A"	"N2O_ECD"	0
"274"	"1/16/21 13:49"	"SSB_2020-10-07_0_B"	"SSB"	2020-10-07	"0"	"B"	"CO2_TCD"	5069
"275"	"1/16/21 13:49"	"SSB_2020-10-07_0_B"	"SSB"	2020-10-07	"0"	"B"	"CH4_FID"	687
"276"	"1/16/21 13:49"	"SSB_2020-10-07_0_B"	"SSB"	2020-10-07	"0"	"B"	"N2O_ECD"	0
"277"	"1/16/21 14:04"	"SSB_2020-10-07_0_C"	"SSB"	2020-10-07	"0"	"C"	"CO2_TCD"	4910
"278"	"1/16/21 14:04"	"SSB_2020-10-07_0_C"	"SSB"	2020-10-07	"0"	"C"	"CH4_FID"	599
"279"	"1/16/21 14:04"	"SSB_2020-10-07_0_C"	"SSB"	2020-10-07	"0"	"C"	"N2O_ECD"	0
"280"	"1/16/21 14:19"	"SSB_2020-10-07_3_A"	"SSB"	2020-10-07	"3"	"A"	"CO2_TCD"	14731
"281"	"1/16/21 14:19"	"SSB_2020-10-07_3_A"	"SSB"	2020-10-07	"3"	"A"	"CH4_TCD"	17726
"282"	"1/16/21 14:19"	"SSB_2020-10-07_3_A"	"SSB"	2020-10-07	"3"	"A"	"N2O_ECD"	0
"283"	"1/16/21 14:34"	"SSB_2020-10-07_3_B"	"SSB"	2020-10-07	"3"	"B"	"CO2_TCD"	14643
"284"	"1/16/21 14:34"	"SSB_2020-10-07_3_B"	"SSB"	2020-10-07	"3"	"B"	"CH4_TCD"	17447
"285"	"1/16/21 14:34"	"SSB_2020-10-07_3_B"	"SSB"	2020-10-07	"3"	"B"	"N2O_ECD"	0
"286"	"1/16/21 14:49"	"SSB_2020-10-07_3_C"	"SSB"	2020-10-07	"3"	"C"	"CO2_TCD"	14346
"287"	"1/16/21 14:49"	"SSB_2020-10-07_3_C"	"SSB"	2020-10-07	"3"	"C"	"CH4_TCD"	17268
"288"	"1/16/21 14:49"	"SSB_2020-10-07_3_C"	"SSB"	2020-10-07	"3"	"C"	"N2O_ECD"	0
"289"	"1/16/21 15:04"	"SSB_2020-10-07_5_A"	"SSB"	2020-10-07	"5"	"A"	"CO2_TCD"	14923
"290"	"1/16/21 15:04"	"SSB_2020-10-07_5_A"	"SSB"	2020-10-07	"5"	"A"	"CH4_TCD"	24569
"291"	"1/16/21 15:04"	"SSB_2020-10-07_5_A"	"SSB"	2020-10-07	"5"	"A"	"N2O_ECD"	0
"292"	"1/16/21 15:19"	"SSB_2020-10-07_5_B"	"SSB"	2020-10-07	"5"	"B"	"CO2_TCD"	14862
"293"	"1/16/21 15:19"	"SSB_2020-10-07_5_B"	"SSB"	2020-10-07	"5"	"B"	"CH4_TCD"	24875
"294"	"1/16/21 15:19"	"SSB_2020-10-07_5_B"	"SSB"	2020-10-07	"5"	"B"	"N2O_ECD"	0
"295"	"1/16/21 15:34"	"SSB_2020-10-07_5_C"	"SSB"	2020-10-07	"5"	"C"	"CO2_TCD"	9587
"296"	"1/16/21 15:34"	"SSB_2020-10-07_5_C"	"SSB"	2020-10-07	"5"	"C"	"CH4_TCD"	14981
"297"	"1/16/21 15:34"	"SSB_2020-10-07_5_C"	"SSB"	2020-10-07	"5"	"C"	"N2O_ECD"	0
"298"	"1/16/21 15:49"	"SSB_2020-10-07_7_A"	"SSB"	2020-10-07	"7"	"A"	"CO2_TCD"	19796
"299"	"1/16/21 15:49"	"SSB_2020-10-07_7_A"	"SSB"	2020-10-07	"7"	"A"	"CH4_TCD"	49001
"300"	"1/16/21 15:49"	"SSB_2020-10-07_7_A"	"SSB"	2020-10-07	"7"	"A"	"N2O_ECD"	0
"301"	"1/16/21 16:04"	"SSB_2020-10-07_7_B"	"SSB"	2020-10-07	"7"	"B"	"CO2_TCD"	19730
"302"	"1/16/21 16:04"	"SSB_2020-10-07_7_B"	"SSB"	2020-10-07	"7"	"B"	"CH4_TCD"	47037
"303"	"1/16/21 16:04"	"SSB_2020-10-07_7_B"	"SSB"	2020-10-07	"7"	"B"	"N2O_ECD"	0
"304"	"1/16/21 16:19"	"SSB_2020-10-07_7_C"	"SSB"	2020-10-07	"7"	"C"	"CO2_TCD"	19957
"305"	"1/16/21 16:19"	"SSB_2020-10-07_7_C"	"SSB"	2020-10-07	"7"	"C"	"CH4_TCD"	48013
"306"	"1/16/21 16:19"	"SSB_2020-10-07_7_C"	"SSB"	2020-10-07	"7"	"C"	"N2O_ECD"	0
"307"	"1/16/21 16:34"	"SSB_2020-10-07_Air_1"	"SSB"	2020-10-07	"Air"	"1"	"CO2_FID"	394
"308"	"1/16/21 16:34"	"SSB_2020-10-07_Air_1"	"SSB"	2020-10-07	"Air"	"1"	"CH4_FID"	157
"309"	"1/16/21 16:34"	"SSB_2020-10-07_Air_1"	"SSB"	2020-10-07	"Air"	"1"	"N2O_ECD"	0
"310"	"1/16/21 16:49"	"SSB_2020-10-07_Air_2"	"SSB"	2020-10-07	"Air"	"2"	"CO2_FID"	363
"311"	"1/16/21 16:49"	"SSB_2020-10-07_Air_2"	"SSB"	2020-10-07	"Air"	"2"	"CH4_FID"	45
"312"	"1/16/21 16:49"	"SSB_2020-10-07_Air_2"	"SSB"	2020-10-07	"Air"	"2"	"N2O_ECD"	0
"313"	"1/16/21 17:04"	"SSB_2020-10-07_Air_3"	"SSB"	2020-10-07	"Air"	"3"	"CO2_FID"	346
"314"	"1/16/21 17:04"	"SSB_2020-10-07_Air_3"	"SSB"	2020-10-07	"Air"	"3"	"CH4_FID"	21
"315"	"1/16/21 17:04"	"SSB_2020-10-07_Air_3"	"SSB"	2020-10-07	"Air"	"3"	"N2O_ECD"	0
"316"	"1/16/21 17:19"	"TB_2020-10-05_0_A"	"TB"	2020-10-05	"0"	"A"	"CO2_TCD"	4563
"317"	"1/16/21 17:19"	"TB_2020-10-05_0_A"	"TB"	2020-10-05	"0"	"A"	"CH4_TCD"	1141
"318"	"1/16/21 17:19"	"TB_2020-10-05_0_A"	"TB"	2020-10-05	"0"	"A"	"N2O_ECD"	0
"319"	"1/16/21 17:34"	"TB_2020-10-05_0_B"	"TB"	2020-10-05	"0"	"B"	"CO2_TCD"	4529
"320"	"1/16/21 17:34"	"TB_2020-10-05_0_B"	"TB"	2020-10-05	"0"	"B"	"CH4_TCD"	1114
"321"	"1/16/21 17:34"	"TB_2020-10-05_0_B"	"TB"	2020-10-05	"0"	"B"	"N2O_ECD"	0
"322"	"1/16/21 17:49"	"TB_2020-10-05_0_C"	"TB"	2020-10-05	"0"	"C"	"CO2_TCD"	4437
"323"	"1/16/21 17:49"	"TB_2020-10-05_0_C"	"TB"	2020-10-05	"0"	"C"	"CH4_TCD"	1028
"324"	"1/16/21 17:49"	"TB_2020-10-05_0_C"	"TB"	2020-10-05	"0"	"C"	"N2O_ECD"	0
"325"	"1/16/21 18:04"	"TB_2020-10-05_3_A"	"TB"	2020-10-05	"3"	"A"	"CO2_TCD"	11331
"326"	"1/16/21 18:04"	"TB_2020-10-05_3_A"	"TB"	2020-10-05	"3"	"A"	"CH4_TCD"	6205
"327"	"1/16/21 18:04"	"TB_2020-10-05_3_A"	"TB"	2020-10-05	"3"	"A"	"N2O_ECD"	0
"328"	"1/16/21 18:19"	"TB_2020-10-05_3_B"	"TB"	2020-10-05	"3"	"B"	"CO2_TCD"	11488
"329"	"1/16/21 18:19"	"TB_2020-10-05_3_B"	"TB"	2020-10-05	"3"	"B"	"CH4_TCD"	7066
"330"	"1/16/21 18:19"	"TB_2020-10-05_3_B"	"TB"	2020-10-05	"3"	"B"	"N2O_ECD"	0
"331"	"1/16/21 18:34"	"TB_2020-10-05_3_C"	"TB"	2020-10-05	"3"	"C"	"CO2_TCD"	10967
"332"	"1/16/21 18:34"	"TB_2020-10-05_3_C"	"TB"	2020-10-05	"3"	"C"	"CH4_TCD"	5972
"333"	"1/16/21 18:34"	"TB_2020-10-05_3_C"	"TB"	2020-10-05	"3"	"C"	"N2O_ECD"	0
"334"	"1/16/21 18:49"	"TB_2020-10-05_5_A"	"TB"	2020-10-05	"5"	"A"	"CO2_TCD"	10704
"335"	"1/16/21 18:49"	"TB_2020-10-05_5_A"	"TB"	2020-10-05	"5"	"A"	"CH4_TCD"	7772
"336"	"1/16/21 18:49"	"TB_2020-10-05_5_A"	"TB"	2020-10-05	"5"	"A"	"N2O_ECD"	-1
"337"	"1/16/21 19:04"	"TB_2020-10-05_5_B"	"TB"	2020-10-05	"5"	"B"	"CO2_TCD"	10752
"338"	"1/16/21 19:04"	"TB_2020-10-05_5_B"	"TB"	2020-10-05	"5"	"B"	"CH4_TCD"	7590
"339"	"1/16/21 19:04"	"TB_2020-10-05_5_B"	"TB"	2020-10-05	"5"	"B"	"N2O_ECD"	-1
"340"	"1/16/21 19:19"	"TB_2020-10-05_5_C"	"TB"	2020-10-05	"5"	"C"	"CO2_TCD"	10818
"341"	"1/16/21 19:19"	"TB_2020-10-05_5_C"	"TB"	2020-10-05	"5"	"C"	"CH4_TCD"	7241
"342"	"1/16/21 19:19"	"TB_2020-10-05_5_C"	"TB"	2020-10-05	"5"	"C"	"N2O_ECD"	0
"343"	"1/16/21 19:34"	"TB_2020-10-05_7_A"	"TB"	2020-10-05	"7"	"A"	"CO2_TCD"	14943
"344"	"1/16/21 19:34"	"TB_2020-10-05_7_A"	"TB"	2020-10-05	"7"	"A"	"CH4_TCD"	26075
"345"	"1/16/21 19:34"	"TB_2020-10-05_7_A"	"TB"	2020-10-05	"7"	"A"	"N2O_ECD"	0
"346"	"1/16/21 19:49"	"TB_2020-10-05_7_B"	"TB"	2020-10-05	"7"	"B"	"CO2_TCD"	15138
"347"	"1/16/21 19:49"	"TB_2020-10-05_7_B"	"TB"	2020-10-05	"7"	"B"	"CH4_TCD"	25143
"348"	"1/16/21 19:49"	"TB_2020-10-05_7_B"	"TB"	2020-10-05	"7"	"B"	"N2O_ECD"	0
"349"	"1/16/21 20:04"	"TB_2020-10-05_7_C"	"TB"	2020-10-05	"7"	"C"	"CO2_TCD"	14940
"350"	"1/16/21 20:04"	"TB_2020-10-05_7_C"	"TB"	2020-10-05	"7"	"C"	"CH4_TCD"	25614
"351"	"1/16/21 20:04"	"TB_2020-10-05_7_C"	"TB"	2020-10-05	"7"	"C"	"N2O_ECD"	0
"352"	"1/16/21 20:19"	"TB_2020-10-05_Air_1"	"TB"	2020-10-05	"Air"	"1"	"CO2_FID"	393
"353"	"1/16/21 20:19"	"TB_2020-10-05_Air_1"	"TB"	2020-10-05	"Air"	"1"	"CH4_FID"	84
"354"	"1/16/21 20:19"	"TB_2020-10-05_Air_1"	"TB"	2020-10-05	"Air"	"1"	"N2O_ECD"	0
"355"	"1/16/21 20:35"	"TB_2020-10-05_Air_2"	"TB"	2020-10-05	"Air"	"2"	"CO2_FID"	356
"356"	"1/16/21 20:35"	"TB_2020-10-05_Air_2"	"TB"	2020-10-05	"Air"	"2"	"CH4_FID"	24
"357"	"1/16/21 20:35"	"TB_2020-10-05_Air_2"	"TB"	2020-10-05	"Air"	"2"	"N2O_ECD"	0
"358"	"1/16/21 20:50"	"TB_2020-10-05_Air_3"	"TB"	2020-10-05	"Air"	"3"	"CO2_FID"	353
"359"	"1/16/21 20:50"	"TB_2020-10-05_Air_3"	"TB"	2020-10-05	"Air"	"3"	"CH4_FID"	13
"360"	"1/16/21 20:50"	"TB_2020-10-05_Air_3"	"TB"	2020-10-05	"Air"	"3"	"N2O_ECD"	0
"361"	"1/17/21 0:05"	"SSB_2020-07-28_7_B"	"SSB"	2020-07-28	"7"	"B"	"CO2_TCD"	20148
"362"	"1/17/21 0:05"	"SSB_2020-07-28_7_B"	"SSB"	2020-07-28	"7"	"B"	"CH4_TCD"	46842
"363"	"1/17/21 0:05"	"SSB_2020-07-28_7_B"	"SSB"	2020-07-28	"7"	"B"	"N2O_ECD"	0
"364"	"1/17/21 1:20"	"SSB_2020-07-28_5_B"	"SSB"	2020-07-28	"5"	"B"	"CO2_TCD"	13362
"365"	"1/17/21 1:20"	"SSB_2020-07-28_5_B"	"SSB"	2020-07-28	"5"	"B"	"CH4_TCD"	14342
"366"	"1/17/21 1:20"	"SSB_2020-07-28_5_B"	"SSB"	2020-07-28	"5"	"B"	"N2O_ECD"	0
"367"	"1/17/21 2:05"	"SSB_2020-07-28_0_A"	"SSB"	2020-07-28	"0"	"A"	"CO2_TCD"	2660
"368"	"1/17/21 2:05"	"SSB_2020-07-28_0_A"	"SSB"	2020-07-28	"0"	"A"	"CH4_FID"	44
"369"	"1/17/21 2:05"	"SSB_2020-07-28_0_A"	"SSB"	2020-07-28	"0"	"A"	"N2O_ECD"	0
"370"	"1/17/21 2:20"	"SSB_2020-07-28_3_B"	"SSB"	2020-07-28	"3"	"B"	"CO2_TCD"	13217
"371"	"1/17/21 2:20"	"SSB_2020-07-28_3_B"	"SSB"	2020-07-28	"3"	"B"	"CH4_TCD"	12516
"372"	"1/17/21 2:20"	"SSB_2020-07-28_3_B"	"SSB"	2020-07-28	"3"	"B"	"N2O_ECD"	0
"373"	"1/17/21 2:35"	"SSB_2020-07-23_Air_2"	"SSB"	2020-07-23	"Air"	"2"	"CO2_FID"	375
"374"	"1/17/21 2:35"	"SSB_2020-07-23_Air_2"	"SSB"	2020-07-23	"Air"	"2"	"CH4_FID"	37
"375"	"1/17/21 2:35"	"SSB_2020-07-23_Air_2"	"SSB"	2020-07-23	"Air"	"2"	"N2O_ECD"	0
"376"	"1/17/21 2:51"	"SSB_2020-07-28_7_C"	"SSB"	2020-07-28	"7"	"C"	"CO2_TCD"	20006
"377"	"1/17/21 2:51"	"SSB_2020-07-28_7_C"	"SSB"	2020-07-28	"7"	"C"	"CH4_TCD"	43866
"378"	"1/17/21 2:51"	"SSB_2020-07-28_7_C"	"SSB"	2020-07-28	"7"	"C"	"N2O_ECD"	0
"379"	"1/17/21 3:51"	"TB_2020-08-04_Air_1"	"TB"	2020-08-04	"Air"	"1"	"CO2_FID"	340
"380"	"1/17/21 3:51"	"TB_2020-08-04_Air_1"	"TB"	2020-08-04	"Air"	"1"	"CH4_FID"	7
"381"	"1/17/21 3:51"	"TB_2020-08-04_Air_1"	"TB"	2020-08-04	"Air"	"1"	"N2O_ECD"	0
"382"	"1/17/21 4:21"	"SSB_2020-07-28_0_B"	"SSB"	2020-07-28	"0"	"B"	"CO2_TCD"	2749
"383"	"1/17/21 4:21"	"SSB_2020-07-28_0_B"	"SSB"	2020-07-28	"0"	"B"	"CH4_FID"	43
"384"	"1/17/21 4:21"	"SSB_2020-07-28_0_B"	"SSB"	2020-07-28	"0"	"B"	"N2O_ECD"	0
"385"	"1/17/21 4:36"	"TB_2020-08-04_0_A"	"TB"	2020-08-04	"0"	"A"	"CO2_TCD"	3919
"386"	"1/17/21 4:36"	"TB_2020-08-04_0_A"	"TB"	2020-08-04	"0"	"A"	"CH4_FID"	211
"387"	"1/17/21 4:36"	"TB_2020-08-04_0_A"	"TB"	2020-08-04	"0"	"A"	"N2O_ECD"	0
"388"	"1/17/21 4:51"	"TB_2020-08-04_Air_2"	"TB"	2020-08-04	"Air"	"2"	"CO2_FID"	347
"389"	"1/17/21 4:51"	"TB_2020-08-04_Air_2"	"TB"	2020-08-04	"Air"	"2"	"CH4_FID"	3
"390"	"1/17/21 4:51"	"TB_2020-08-04_Air_2"	"TB"	2020-08-04	"Air"	"2"	"N2O_ECD"	0
"391"	"1/17/21 5:06"	"SSB_2020-07-23_Air_3"	"SSB"	2020-07-23	"Air"	"3"	"CO2_FID"	616
"392"	"1/17/21 5:06"	"SSB_2020-07-23_Air_3"	"SSB"	2020-07-23	"Air"	"3"	"CH4_FID"	598
"393"	"1/17/21 5:06"	"SSB_2020-07-23_Air_3"	"SSB"	2020-07-23	"Air"	"3"	"N2O_ECD"	0
"394"	"1/17/21 5:21"	"SSB_2020-07-28_Air_3"	"SSB"	2020-07-28	"Air"	"3"	"CO2_FID"	341
"395"	"1/17/21 5:21"	"SSB_2020-07-28_Air_3"	"SSB"	2020-07-28	"Air"	"3"	"CH4_FID"	5
"396"	"1/17/21 5:21"	"SSB_2020-07-28_Air_3"	"SSB"	2020-07-28	"Air"	"3"	"N2O_ECD"	0
"397"	"1/17/21 6:21"	"TB_2020-08-04_Air_3"	"TB"	2020-08-04	"Air"	"3"	"CO2_FID"	405
"398"	"1/17/21 6:21"	"TB_2020-08-04_Air_3"	"TB"	2020-08-04	"Air"	"3"	"CH4_FID"	6
"399"	"1/17/21 6:21"	"TB_2020-08-04_Air_3"	"TB"	2020-08-04	"Air"	"3"	"N2O_ECD"	0
"400"	"1/17/21 6:36"	"SSB_2020-07-28_5_C"	"SSB"	2020-07-28	"5"	"C"	"CO2_TCD"	13536
"401"	"1/17/21 6:36"	"SSB_2020-07-28_5_C"	"SSB"	2020-07-28	"5"	"C"	"CH4_TCD"	14805
